,0,1,2
154,1.0,0.0,0.0
155,0.0,0.0,1.0
156,0.0,1.0,0.0
157,1.0,0.0,0.0
158,0.0,0.0,1.0
159,0.0,0.0,1.0
160,1.0,0.0,0.0
161,0.0,1.0,0.0
162,0.0,1.0,0.0
163,0.0,0.0,1.0
164,1.0,0.0,0.0
165,1.0,0.0,0.0
166,1.0,0.0,0.0
167,1.0,0.0,0.0
168,0.0,1.0,0.0
169,0.0,1.0,0.0
170,1.0,0.0,0.0
171,1.0,0.0,0.0
172,1.0,0.0,0.0
173,1.0,0.0,0.0
174,1.0,0.0,0.0
175,1.0,0.0,0.0
176,0.0,0.0,1.0
177,0.0,1.0,0.0
178,1.0,0.0,0.0
179,0.0,1.0,0.0
180,1.0,0.0,0.0
181,0.0,1.0,0.0
182,0.0,1.0,0.0
183,0.0,0.0,1.0
184,1.0,0.0,0.0
185,1.0,0.0,0.0
186,0.0,1.0,0.0
187,0.0,0.0,1.0
188,1.0,0.0,0.0
189,1.0,0.0,0.0
190,1.0,0.0,0.0
191,0.0,0.0,1.0
192,1.0,0.0,0.0
193,0.0,1.0,0.0
194,0.0,1.0,0.0
195,0.0,0.0,1.0
196,1.0,0.0,0.0
197,0.0,0.0,1.0
198,0.0,0.0,1.0
199,1.0,0.0,0.0
200,0.0,1.0,0.0
201,0.0,0.0,1.0
202,0.0,1.0,0.0
203,0.0,1.0,0.0
204,1.0,0.0,0.0
205,0.0,1.0,0.0
206,0.0,1.0,0.0
207,0.0,0.0,1.0
208,0.0,1.0,0.0
209,0.0,0.0,1.0
210,1.0,0.0,0.0
211,1.0,0.0,0.0
212,0.0,0.0,1.0
213,0.0,1.0,0.0
214,1.0,0.0,0.0
215,0.0,0.0,1.0
216,0.0,1.0,0.0
217,1.0,0.0,0.0
218,1.0,0.0,0.0
219,0.0,1.0,0.0
220,1.0,0.0,0.0
221,1.0,0.0,0.0
222,1.0,0.0,0.0
223,0.0,0.0,1.0
224,0.0,1.0,0.0
225,1.0,0.0,0.0
226,1.0,0.0,0.0
227,0.0,1.0,0.0
228,1.0,0.0,0.0
229,0.0,0.0,1.0
230,0.0,1.0,0.0
231,1.0,0.0,0.0
232,0.0,1.0,0.0
233,1.0,0.0,0.0
234,1.0,0.0,0.0
235,0.0,1.0,0.0
236,1.0,0.0,0.0
237,1.0,0.0,0.0
238,1.0,0.0,0.0
239,1.0,0.0,0.0
240,0.0,0.0,1.0
241,0.0,0.0,1.0
242,1.0,0.0,0.0
243,1.0,0.0,0.0
244,0.0,0.0,1.0
245,1.0,0.0,0.0
246,1.0,0.0,0.0
247,0.0,1.0,0.0
248,0.0,1.0,0.0
249,0.0,0.0,1.0
250,1.0,0.0,0.0
251,1.0,0.0,0.0
252,1.0,0.0,0.0
253,1.0,0.0,0.0
254,0.0,0.0,1.0
255,1.0,0.0,0.0
256,1.0,0.0,0.0
257,1.0,0.0,0.0
258,1.0,0.0,0.0
259,1.0,0.0,0.0
260,0.0,1.0,0.0
261,1.0,0.0,0.0
262,1.0,0.0,0.0
263,1.0,0.0,0.0
264,0.0,1.0,0.0
265,1.0,0.0,0.0
266,1.0,0.0,0.0
267,0.0,1.0,0.0
268,0.0,1.0,0.0
269,1.0,0.0,0.0
270,1.0,0.0,0.0
271,1.0,0.0,0.0
272,1.0,0.0,0.0
273,0.0,1.0,0.0
274,1.0,0.0,0.0
275,1.0,0.0,0.0
276,0.0,1.0,0.0
277,1.0,0.0,0.0
278,1.0,0.0,0.0
279,1.0,0.0,0.0
280,0.0,0.0,1.0
281,0.0,1.0,0.0
282,0.0,0.0,1.0
283,0.0,0.0,1.0
284,0.0,1.0,0.0
285,1.0,0.0,0.0
286,0.0,0.0,1.0
287,0.0,1.0,0.0
288,0.0,1.0,0.0
289,0.0,1.0,0.0
290,0.0,1.0,0.0
291,0.0,1.0,0.0
292,1.0,0.0,0.0
293,1.0,0.0,0.0
294,1.0,0.0,0.0
295,0.0,1.0,0.0
296,0.0,1.0,0.0
297,1.0,0.0,0.0
298,0.0,0.0,1.0
299,1.0,0.0,0.0
300,0.0,0.0,1.0
301,1.0,0.0,0.0
302,1.0,0.0,0.0
303,1.0,0.0,0.0
304,0.0,0.0,1.0
305,1.0,0.0,0.0
306,1.0,0.0,0.0
307,1.0,0.0,0.0
308,0.0,0.0,1.0
309,0.0,1.0,0.0
310,1.0,0.0,0.0
311,0.0,1.0,0.0
312,0.0,1.0,0.0
313,1.0,0.0,0.0
314,1.0,0.0,0.0
315,0.0,1.0,0.0
316,1.0,0.0,0.0
317,1.0,0.0,0.0
318,1.0,0.0,0.0
319,0.0,1.0,0.0
320,1.0,0.0,0.0
321,0.0,0.0,1.0
322,1.0,0.0,0.0
323,0.0,1.0,0.0
324,1.0,0.0,0.0
325,1.0,0.0,0.0
326,0.0,0.0,1.0
327,1.0,0.0,0.0
328,1.0,0.0,0.0
329,1.0,0.0,0.0
330,1.0,0.0,0.0
331,0.0,1.0,0.0
332,0.0,1.0,0.0
333,0.0,1.0,0.0
334,0.0,0.0,1.0
335,1.0,0.0,0.0
336,0.0,1.0,0.0
337,0.0,0.0,1.0
338,1.0,0.0,0.0
339,1.0,0.0,0.0
340,1.0,0.0,0.0
341,0.0,1.0,0.0
342,1.0,0.0,0.0
343,1.0,0.0,0.0
344,0.0,1.0,0.0
345,0.0,1.0,0.0
346,1.0,0.0,0.0
347,0.0,0.0,1.0
348,0.0,1.0,0.0
349,0.0,1.0,0.0
350,0.0,0.0,1.0
351,1.0,0.0,0.0
352,1.0,0.0,0.0
353,1.0,0.0,0.0
354,0.0,1.0,0.0
355,1.0,0.0,0.0
356,1.0,0.0,0.0
357,1.0,0.0,0.0
358,1.0,0.0,0.0
359,0.0,0.0,1.0
360,0.0,0.0,1.0
361,0.0,1.0,0.0
362,1.0,0.0,0.0
363,1.0,0.0,0.0
364,1.0,0.0,0.0
365,0.0,1.0,0.0
366,0.0,1.0,0.0
367,1.0,0.0,0.0
368,0.0,0.0,1.0
369,0.0,1.0,0.0
370,1.0,0.0,0.0
371,1.0,0.0,0.0
372,1.0,0.0,0.0
373,0.0,0.0,1.0
374,0.0,0.0,1.0
375,0.0,1.0,0.0
376,0.0,1.0,0.0
377,1.0,0.0,0.0
378,0.0,0.0,1.0
379,1.0,0.0,0.0
380,1.0,0.0,0.0
381,0.0,1.0,0.0
382,0.0,0.0,1.0
383,0.0,0.0,1.0
384,1.0,0.0,0.0
385,0.0,1.0,0.0
386,1.0,0.0,0.0
387,0.0,0.0,1.0
388,1.0,0.0,0.0
389,1.0,0.0,0.0
390,0.0,0.0,1.0
391,1.0,0.0,0.0
392,1.0,0.0,0.0
393,0.0,0.0,1.0
394,1.0,0.0,0.0
395,0.0,1.0,0.0
396,0.0,0.0,1.0
397,0.0,1.0,0.0
398,0.0,1.0,0.0
399,1.0,0.0,0.0
400,0.0,0.0,1.0
401,0.0,1.0,0.0
402,0.0,1.0,0.0
403,0.0,0.0,1.0
404,1.0,0.0,0.0
405,0.0,1.0,0.0
406,1.0,0.0,0.0
407,1.0,0.0,0.0
408,0.0,0.0,1.0
409,0.0,1.0,0.0
410,0.0,1.0,0.0
411,0.0,1.0,0.0
412,1.0,0.0,0.0
413,1.0,0.0,0.0
414,0.0,0.0,1.0
415,1.0,0.0,0.0
416,1.0,0.0,0.0
417,1.0,0.0,0.0
418,0.0,1.0,0.0
419,0.0,1.0,0.0
420,0.0,0.0,1.0
421,0.0,1.0,0.0
422,1.0,0.0,0.0
423,0.0,1.0,0.0
424,0.0,1.0,0.0
425,1.0,0.0,0.0
426,0.0,0.0,1.0
427,0.0,1.0,0.0
428,1.0,0.0,0.0
429,1.0,0.0,0.0
430,0.0,1.0,0.0
431,1.0,0.0,0.0
432,1.0,0.0,0.0
433,0.0,1.0,0.0
434,1.0,0.0,0.0
435,0.0,0.0,1.0
436,0.0,0.0,1.0
437,1.0,0.0,0.0
438,0.0,1.0,0.0
439,0.0,1.0,0.0
440,0.0,1.0,0.0
441,1.0,0.0,0.0
442,1.0,0.0,0.0
443,1.0,0.0,0.0
444,0.0,1.0,0.0
445,0.0,1.0,0.0
446,0.0,1.0,0.0
447,1.0,0.0,0.0
448,1.0,0.0,0.0
449,0.0,1.0,0.0
450,0.0,0.0,1.0
451,1.0,0.0,0.0
452,1.0,0.0,0.0
453,1.0,0.0,0.0
454,1.0,0.0,0.0
455,0.0,1.0,0.0
456,0.0,1.0,0.0
457,1.0,0.0,0.0
458,0.0,1.0,0.0
459,1.0,0.0,0.0
460,0.0,0.0,1.0
461,1.0,0.0,0.0
462,0.0,0.0,1.0
463,1.0,0.0,0.0
464,0.0,1.0,0.0
465,0.0,0.0,1.0
466,1.0,0.0,0.0
467,0.0,0.0,1.0
468,0.0,0.0,1.0
469,1.0,0.0,0.0
470,1.0,0.0,0.0
471,1.0,0.0,0.0
472,0.0,1.0,0.0
473,0.0,0.0,1.0
474,1.0,0.0,0.0
475,1.0,0.0,0.0
476,0.0,0.0,1.0
477,0.0,1.0,0.0
478,1.0,0.0,0.0
479,0.0,1.0,0.0
480,1.0,0.0,0.0
481,0.0,1.0,0.0
482,1.0,0.0,0.0
483,1.0,0.0,0.0
484,0.0,1.0,0.0
485,1.0,0.0,0.0
486,1.0,0.0,0.0
487,0.0,0.0,1.0
488,0.0,0.0,1.0
489,1.0,0.0,0.0
490,0.0,1.0,0.0
491,0.0,0.0,1.0
492,1.0,0.0,0.0
493,0.0,1.0,0.0
494,1.0,0.0,0.0
495,0.0,0.0,1.0
496,0.0,0.0,1.0
497,0.0,1.0,0.0
498,1.0,0.0,0.0
499,0.0,1.0,0.0
500,0.0,0.0,1.0
501,1.0,0.0,0.0
502,0.0,1.0,0.0
503,1.0,0.0,0.0
504,0.0,1.0,0.0
505,0.0,1.0,0.0
506,1.0,0.0,0.0
507,0.0,0.0,1.0
508,0.0,0.0,1.0
509,1.0,0.0,0.0
510,1.0,0.0,0.0
511,1.0,0.0,0.0
512,0.0,1.0,0.0
513,1.0,0.0,0.0
514,0.0,1.0,0.0
515,0.0,0.0,1.0
516,1.0,0.0,0.0
517,1.0,0.0,0.0
518,1.0,0.0,0.0
519,1.0,0.0,0.0
520,0.0,1.0,0.0
521,0.0,0.0,1.0
522,1.0,0.0,0.0
523,1.0,0.0,0.0
524,0.0,0.0,1.0
525,0.0,1.0,0.0
526,0.0,1.0,0.0
527,0.0,0.0,1.0
528,0.0,1.0,0.0
529,0.0,0.0,1.0
530,1.0,0.0,0.0
531,1.0,0.0,0.0
532,0.0,0.0,1.0
533,0.0,1.0,0.0
534,0.0,0.0,1.0
535,0.0,0.0,1.0
536,0.0,0.0,1.0
537,0.0,1.0,0.0
538,1.0,0.0,0.0
539,0.0,0.0,1.0
540,0.0,0.0,1.0
541,0.0,1.0,0.0
542,1.0,0.0,0.0
543,0.0,0.0,1.0
544,0.0,1.0,0.0
545,1.0,0.0,0.0
546,0.0,1.0,0.0
547,1.0,0.0,0.0
548,0.0,1.0,0.0
549,1.0,0.0,0.0
550,1.0,0.0,0.0
551,1.0,0.0,0.0
552,1.0,0.0,0.0
553,0.0,1.0,0.0
554,1.0,0.0,0.0
555,0.0,0.0,1.0
556,0.0,0.0,1.0
557,0.0,0.0,1.0
558,1.0,0.0,0.0
559,0.0,0.0,1.0
560,1.0,0.0,0.0
561,1.0,0.0,0.0
562,1.0,0.0,0.0
563,1.0,0.0,0.0
564,1.0,0.0,0.0
565,1.0,0.0,0.0
566,1.0,0.0,0.0
567,0.0,0.0,1.0
568,0.0,1.0,0.0
569,0.0,0.0,1.0
570,1.0,0.0,0.0
571,1.0,0.0,0.0
572,0.0,1.0,0.0
573,1.0,0.0,0.0
574,1.0,0.0,0.0
575,1.0,0.0,0.0
576,0.0,1.0,0.0
577,0.0,1.0,0.0
578,0.0,0.0,1.0
579,1.0,0.0,0.0
580,0.0,1.0,0.0
581,0.0,0.0,1.0
582,1.0,0.0,0.0
583,1.0,0.0,0.0
584,0.0,0.0,1.0
585,1.0,0.0,0.0
586,0.0,1.0,0.0
587,1.0,0.0,0.0
588,0.0,0.0,1.0
589,1.0,0.0,0.0
590,1.0,0.0,0.0
591,0.0,0.0,1.0
592,1.0,0.0,0.0
593,0.0,1.0,0.0
594,0.0,1.0,0.0
595,1.0,0.0,0.0
596,0.0,1.0,0.0
597,1.0,0.0,0.0
598,0.0,1.0,0.0
599,0.0,1.0,0.0
600,0.0,1.0,0.0
601,0.0,0.0,1.0
602,0.0,1.0,0.0
603,1.0,0.0,0.0
604,1.0,0.0,0.0
605,0.0,0.0,1.0
606,0.0,1.0,0.0
607,0.0,0.0,1.0
608,1.0,0.0,0.0
609,1.0,0.0,0.0
610,0.0,0.0,1.0
611,0.0,1.0,0.0
612,1.0,0.0,0.0
613,1.0,0.0,0.0
614,1.0,0.0,0.0
615,0.0,1.0,0.0
616,1.0,0.0,0.0
617,1.0,0.0,0.0
618,0.0,0.0,1.0
619,1.0,0.0,0.0
620,0.0,0.0,1.0
621,0.0,0.0,1.0
622,1.0,0.0,0.0
623,0.0,0.0,1.0
624,0.0,0.0,1.0
625,1.0,0.0,0.0
626,0.0,1.0,0.0
627,0.0,1.0,0.0
628,1.0,0.0,0.0
629,0.0,0.0,1.0
630,1.0,0.0,0.0
631,0.0,1.0,0.0
632,0.0,1.0,0.0
633,0.0,0.0,1.0
634,0.0,1.0,0.0
635,1.0,0.0,0.0
636,1.0,0.0,0.0
637,1.0,0.0,0.0
638,0.0,0.0,1.0
639,0.0,1.0,0.0
640,1.0,0.0,0.0
641,1.0,0.0,0.0
642,1.0,0.0,0.0
643,0.0,0.0,1.0
644,1.0,0.0,0.0
645,1.0,0.0,0.0
646,0.0,1.0,0.0
647,1.0,0.0,0.0
648,0.0,1.0,0.0
649,1.0,0.0,0.0
650,1.0,0.0,0.0
651,1.0,0.0,0.0
652,1.0,0.0,0.0
653,1.0,0.0,0.0
654,1.0,0.0,0.0
655,1.0,0.0,0.0
656,1.0,0.0,0.0
657,1.0,0.0,0.0
658,0.0,1.0,0.0
659,0.0,0.0,1.0
660,1.0,0.0,0.0
661,1.0,0.0,0.0
662,0.0,1.0,0.0
663,1.0,0.0,0.0
664,0.0,0.0,1.0
665,0.0,0.0,1.0
666,0.0,1.0,0.0
667,0.0,0.0,1.0
668,1.0,0.0,0.0
669,0.0,0.0,1.0
670,1.0,0.0,0.0
671,1.0,0.0,0.0
672,1.0,0.0,0.0
673,0.0,1.0,0.0
674,0.0,0.0,1.0
675,1.0,0.0,0.0
676,0.0,1.0,0.0
677,1.0,0.0,0.0
678,0.0,1.0,0.0
679,0.0,1.0,0.0
680,0.0,1.0,0.0
681,1.0,0.0,0.0
682,1.0,0.0,0.0
683,1.0,0.0,0.0
684,0.0,0.0,1.0
685,1.0,0.0,0.0
686,1.0,0.0,0.0
687,1.0,0.0,0.0
688,0.0,1.0,0.0
689,1.0,0.0,0.0
690,0.0,1.0,0.0
691,1.0,0.0,0.0
692,1.0,0.0,0.0
693,0.0,1.0,0.0
694,0.0,1.0,0.0
695,1.0,0.0,0.0
696,0.0,0.0,1.0
697,1.0,0.0,0.0
698,1.0,0.0,0.0
699,1.0,0.0,0.0
700,1.0,0.0,0.0
701,0.0,1.0,0.0
702,0.0,0.0,1.0
703,1.0,0.0,0.0
704,0.0,0.0,1.0
705,1.0,0.0,0.0
706,0.0,0.0,1.0
707,1.0,0.0,0.0
708,1.0,0.0,0.0
709,1.0,0.0,0.0
710,1.0,0.0,0.0
711,1.0,0.0,0.0
712,0.0,1.0,0.0
713,0.0,1.0,0.0
714,1.0,0.0,0.0
715,1.0,0.0,0.0
716,0.0,1.0,0.0
717,0.0,1.0,0.0
718,0.0,1.0,0.0
719,0.0,1.0,0.0
720,0.0,1.0,0.0
721,1.0,0.0,0.0
722,1.0,0.0,0.0
723,0.0,1.0,0.0
724,0.0,1.0,0.0
725,0.0,1.0,0.0
726,0.0,1.0,0.0
727,0.0,0.0,1.0
728,0.0,1.0,0.0
729,1.0,0.0,0.0
730,0.0,0.0,1.0
731,0.0,0.0,1.0
732,0.0,1.0,0.0
733,0.0,1.0,0.0
734,1.0,0.0,0.0
735,1.0,0.0,0.0
736,0.0,1.0,0.0
737,0.0,0.0,1.0
738,1.0,0.0,0.0
739,0.0,1.0,0.0
740,0.0,1.0,0.0
741,0.0,0.0,1.0
742,1.0,0.0,0.0
743,1.0,0.0,0.0
744,1.0,0.0,0.0
745,1.0,0.0,0.0
746,0.0,1.0,0.0
747,0.0,0.0,1.0
748,1.0,0.0,0.0
749,1.0,0.0,0.0
750,1.0,0.0,0.0
751,0.0,1.0,0.0
752,0.0,1.0,0.0
753,0.0,0.0,1.0
754,0.0,1.0,0.0
755,1.0,0.0,0.0
756,1.0,0.0,0.0
757,1.0,0.0,0.0
758,1.0,0.0,0.0
759,0.0,1.0,0.0
760,0.0,1.0,0.0
761,0.0,1.0,0.0
762,0.0,0.0,1.0
763,1.0,0.0,0.0
764,1.0,0.0,0.0
765,0.0,1.0,0.0
766,0.0,1.0,0.0
767,0.0,1.0,0.0
768,1.0,0.0,0.0
769,0.0,1.0,0.0
770,0.0,1.0,0.0
771,0.0,1.0,0.0
772,1.0,0.0,0.0
773,0.0,0.0,1.0
774,0.0,0.0,1.0
775,0.0,0.0,1.0
776,1.0,0.0,0.0
777,1.0,0.0,0.0
778,0.0,1.0,0.0
779,1.0,0.0,0.0
780,1.0,0.0,0.0
781,1.0,0.0,0.0
782,1.0,0.0,0.0
783,1.0,0.0,0.0
784,0.0,0.0,1.0
785,0.0,0.0,1.0
786,1.0,0.0,0.0
787,1.0,0.0,0.0
788,0.0,1.0,0.0
789,1.0,0.0,0.0
790,0.0,0.0,1.0
791,0.0,1.0,0.0
792,1.0,0.0,0.0
793,0.0,1.0,0.0
794,1.0,0.0,0.0
795,1.0,0.0,0.0
796,1.0,0.0,0.0
797,1.0,0.0,0.0
798,0.0,1.0,0.0
799,0.0,1.0,0.0
800,1.0,0.0,0.0
801,1.0,0.0,0.0
802,0.0,1.0,0.0
803,1.0,0.0,0.0
804,1.0,0.0,0.0
805,1.0,0.0,0.0
806,1.0,0.0,0.0
807,1.0,0.0,0.0
808,0.0,1.0,0.0
809,0.0,0.0,1.0
810,1.0,0.0,0.0
811,1.0,0.0,0.0
812,0.0,0.0,1.0
813,0.0,1.0,0.0
814,0.0,1.0,0.0
815,1.0,0.0,0.0
816,0.0,1.0,0.0
817,0.0,1.0,0.0
818,1.0,0.0,0.0
819,1.0,0.0,0.0
820,0.0,1.0,0.0
821,1.0,0.0,0.0
822,0.0,0.0,1.0
823,1.0,0.0,0.0
824,0.0,0.0,1.0
825,0.0,1.0,0.0
826,1.0,0.0,0.0
827,1.0,0.0,0.0
828,1.0,0.0,0.0
829,0.0,0.0,1.0
830,0.0,0.0,1.0
831,0.0,0.0,1.0
832,1.0,0.0,0.0
833,0.0,1.0,0.0
834,1.0,0.0,0.0
835,1.0,0.0,0.0
836,1.0,0.0,0.0
837,0.0,0.0,1.0
838,0.0,1.0,0.0
839,0.0,1.0,0.0
840,1.0,0.0,0.0
841,0.0,1.0,0.0
842,0.0,1.0,0.0
843,1.0,0.0,0.0
844,0.0,0.0,1.0
845,0.0,0.0,1.0
846,0.0,1.0,0.0
847,0.0,0.0,1.0
848,0.0,0.0,1.0
849,1.0,0.0,0.0
850,1.0,0.0,0.0
851,1.0,0.0,0.0
852,0.0,1.0,0.0
853,0.0,0.0,1.0
854,0.0,0.0,1.0
855,0.0,1.0,0.0
856,0.0,0.0,1.0
857,0.0,0.0,1.0
858,1.0,0.0,0.0
859,1.0,0.0,0.0
860,1.0,0.0,0.0
861,1.0,0.0,0.0
862,0.0,0.0,1.0
863,1.0,0.0,0.0
864,1.0,0.0,0.0
865,1.0,0.0,0.0
866,1.0,0.0,0.0
867,0.0,0.0,1.0
868,1.0,0.0,0.0
869,1.0,0.0,0.0
870,0.0,1.0,0.0
871,0.0,0.0,1.0
872,0.0,0.0,1.0
873,1.0,0.0,0.0
874,1.0,0.0,0.0
875,1.0,0.0,0.0
876,1.0,0.0,0.0
877,0.0,1.0,0.0
878,1.0,0.0,0.0
879,0.0,0.0,1.0
880,0.0,0.0,1.0
881,1.0,0.0,0.0
882,0.0,0.0,1.0
883,1.0,0.0,0.0
884,0.0,1.0,0.0
885,1.0,0.0,0.0
886,1.0,0.0,0.0
887,1.0,0.0,0.0
888,1.0,0.0,0.0
889,1.0,0.0,0.0
890,0.0,1.0,0.0
891,0.0,1.0,0.0
892,0.0,0.0,1.0
893,1.0,0.0,0.0
894,1.0,0.0,0.0
895,0.0,1.0,0.0
896,1.0,0.0,0.0
897,1.0,0.0,0.0
898,0.0,1.0,0.0
899,0.0,0.0,1.0
900,1.0,0.0,0.0
901,0.0,1.0,0.0
902,0.0,1.0,0.0
903,0.0,1.0,0.0
904,0.0,1.0,0.0
905,0.0,0.0,1.0
906,1.0,0.0,0.0
907,0.0,1.0,0.0
908,1.0,0.0,0.0
909,0.0,1.0,0.0
910,1.0,0.0,0.0
911,1.0,0.0,0.0
912,1.0,0.0,0.0
913,0.0,1.0,0.0
914,0.0,0.0,1.0
915,1.0,0.0,0.0
916,1.0,0.0,0.0
917,0.0,0.0,1.0
918,1.0,0.0,0.0
919,1.0,0.0,0.0
920,0.0,1.0,0.0
921,1.0,0.0,0.0
922,1.0,0.0,0.0
923,1.0,0.0,0.0
924,0.0,0.0,1.0
925,1.0,0.0,0.0
926,1.0,0.0,0.0
927,1.0,0.0,0.0
928,0.0,1.0,0.0
929,1.0,0.0,0.0
930,1.0,0.0,0.0
931,1.0,0.0,0.0
932,0.0,0.0,1.0
933,0.0,1.0,0.0
934,1.0,0.0,0.0
935,0.0,0.0,1.0
936,1.0,0.0,0.0
937,1.0,0.0,0.0
938,0.0,1.0,0.0
939,0.0,0.0,1.0
940,1.0,0.0,0.0
941,0.0,1.0,0.0
942,0.0,1.0,0.0
943,0.0,1.0,0.0
944,1.0,0.0,0.0
945,1.0,0.0,0.0
946,1.0,0.0,0.0
947,1.0,0.0,0.0
948,0.0,0.0,1.0
949,1.0,0.0,0.0
950,0.0,0.0,1.0
951,0.0,1.0,0.0
952,0.0,0.0,1.0
953,0.0,1.0,0.0
954,0.0,1.0,0.0
955,1.0,0.0,0.0
956,1.0,0.0,0.0
957,0.0,1.0,0.0
958,0.0,1.0,0.0
959,1.0,0.0,0.0
960,0.0,0.0,1.0
961,1.0,0.0,0.0
962,0.0,0.0,1.0
963,1.0,0.0,0.0
964,0.0,0.0,1.0
965,0.0,0.0,1.0
966,1.0,0.0,0.0
967,1.0,0.0,0.0
968,0.0,1.0,0.0
969,1.0,0.0,0.0
970,0.0,0.0,1.0
971,0.0,1.0,0.0
972,0.0,1.0,0.0
973,1.0,0.0,0.0
974,1.0,0.0,0.0
975,1.0,0.0,0.0
976,1.0,0.0,0.0
977,1.0,0.0,0.0
978,1.0,0.0,0.0
979,0.0,1.0,0.0
980,0.0,1.0,0.0
981,0.0,1.0,0.0
982,1.0,0.0,0.0
983,0.0,1.0,0.0
984,1.0,0.0,0.0
985,0.0,1.0,0.0
986,0.0,0.0,1.0
987,0.0,1.0,0.0
988,0.0,1.0,0.0
989,0.0,1.0,0.0
990,0.0,1.0,0.0
991,0.0,0.0,1.0
992,0.0,0.0,1.0
993,0.0,1.0,0.0
994,0.0,0.0,1.0
995,1.0,0.0,0.0
996,0.0,0.0,1.0
997,1.0,0.0,0.0
998,1.0,0.0,0.0
